❌ 'Ensalada ensatún' → {'nombre': 'Ensalada ensatún', 'envase': 'Bol', 'size': '250 Gramos', 'precio': 2.49, 'subcategoria': 'Salsas'} (Esperado: {'nombre': 'Ensalada ensatún', 'envase': 'Bol', 'size': '250 Gramos', 'precio': 2.49, 'subcategoria': 'Platos preparados'})
❌ 'Pasta tiburón Hacendado' → {'nombre': 'Pasta tiburón Hacendado', 'envase': 'Paquete', 'size': '500 Gramos', 'precio': 0.8, 'subcategoria': 'Pescado y marisco'} (Esperado: {'nombre': 'Pasta tiburón Hacendado', 'envase': 'Paquete', 'size': '500 Gramos', 'precio': 0.8, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Hélices Hacendado' → {'nombre': 'Hélices Hacendado', 'envase': 'Paquete', 'size': '500 Gramos', 'precio': 0.8, 'subcategoria': 'Menaje y utensilios'} (Esperado: {'nombre': 'Hélices Hacendado', 'envase': 'Paquete', 'size': '500 Gramos', 'precio': 0.8, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Nidos al huevo Hacendado' → {'nombre': 'Nidos al huevo Hacendado', 'envase': 'Paquete', 'size': '500 Gramos', 'precio': 1.4, 'subcategoria': 'Huevos'} (Esperado: {'nombre': 'Nidos al huevo Hacendado', 'envase': 'Paquete', 'size': '500 Gramos', 'precio': 1.4, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Tortellini carne Pagani' → {'nombre': 'Tortellini carne Pagani', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 1.4, 'subcategoria': 'Carne'} (Esperado: {'nombre': 'Tortellini carne Pagani', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 1.4, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Pasta fresca girasoles quesos Hacendado' → {'nombre': 'Pasta fresca girasoles quesos Hacendado', 'envase': 'Bandeja', 'size': '250 Gramos', 'precio': 1.9, 'subcategoria': 'Quesos'} (Esperado: {'nombre': 'Pasta fresca girasoles quesos Hacendado', 'envase': 'Bandeja', 'size': '250 Gramos', 'precio': 1.9, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Pasta fresca medialunas parmigiano reggiano y trufa Hacendado' → {'nombre': 'Pasta fresca medialunas parmigiano reggiano y trufa Hacendado', 'envase': 'Bandeja', 'size': '250 Gramos', 'precio': 2.6, 'subcategoria': 'Quesos'} (Esperado: {'nombre': 'Pasta fresca medialunas parmigiano reggiano y trufa Hacendado', 'envase': 'Bandeja', 'size': '250 Gramos', 'precio': 2.6, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Pasta fresca girasoles queso de cabra y cebolla caramelizada Hacendado' → {'nombre': 'Pasta fresca girasoles queso de cabra y cebolla caramelizada Hacendado', 'envase': 'Bandeja', 'size': '250 Gramos', 'precio': 2.15, 'subcategoria': 'Quesos'} (Esperado: {'nombre': 'Pasta fresca girasoles queso de cabra y cebolla caramelizada Hacendado', 'envase': 'Bandeja', 'size': '250 Gramos', 'precio': 2.15, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Pasta fresca ravioli ricotta y limón Summer Hacendado' → {'nombre': 'Pasta fresca ravioli ricotta y limón Summer Hacendado', 'envase': 'Bandeja', 'size': '250 Gramos', 'precio': 2.15, 'subcategoria': 'Bollería y repostería'} (Esperado: {'nombre': 'Pasta fresca ravioli ricotta y limón Summer Hacendado', 'envase': 'Bandeja', 'size': '250 Gramos', 'precio': 2.15, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Placas para lasaña precocidas El Pavo' → {'nombre': 'Placas para lasaña precocidas El Pavo', 'envase': 'Caja', 'size': '18 placas (200 g)', 'precio': 1.49, 'subcategoria': 'Platos preparados'} (Esperado: {'nombre': 'Placas para lasaña precocidas El Pavo', 'envase': 'Caja', 'size': '18 placas (200 g)', 'precio': 1.49, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Garbanzo cocido Hacendado' → {'nombre': 'Garbanzo cocido Hacendado', 'envase': 'Tarro', 'size': '570 Gramos (400 Gramos escurrido)', 'precio': 0.75, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Garbanzo cocido Hacendado', 'envase': 'Tarro', 'size': '570 Gramos (400 Gramos escurrido)', 'precio': 0.75, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Garbanzo Hacendado' → {'nombre': 'Garbanzo Hacendado', 'envase': 'Paquete', 'size': '1 Kilo', 'precio': 2.2, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Garbanzo Hacendado', 'envase': 'Paquete', 'size': '1 Kilo', 'precio': 2.2, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Garbanzo pedrosillano Hacendado' → {'nombre': 'Garbanzo pedrosillano Hacendado', 'envase': 'Paquete', 'size': '1 Kilo', 'precio': 1.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Garbanzo pedrosillano Hacendado', 'envase': 'Paquete', 'size': '1 Kilo', 'precio': 1.9, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Garbanzo lechoso Andaluz Hacendado' → {'nombre': 'Garbanzo lechoso Andaluz Hacendado', 'envase': 'Paquete', 'size': '1 Kilo', 'precio': 2.5, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Garbanzo lechoso Andaluz Hacendado', 'envase': 'Paquete', 'size': '1 Kilo', 'precio': 2.5, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Alubia cocida pinta Hacendado' → {'nombre': 'Alubia cocida pinta Hacendado', 'envase': 'Tarro', 'size': '570 Gramos (400 Gramos escurrido)', 'precio': 1.25, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Alubia cocida pinta Hacendado', 'envase': 'Tarro', 'size': '570 Gramos (400 Gramos escurrido)', 'precio': 1.25, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Alubia cocida granja Hacendado' → {'nombre': 'Alubia cocida granja Hacendado', 'envase': 'Tarro', 'size': '570 Gramos (350 Gramos escurrido)', 'precio': 1.75, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Alubia cocida granja Hacendado', 'envase': 'Tarro', 'size': '570 Gramos (350 Gramos escurrido)', 'precio': 1.75, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Alubia granja Hacendado' → {'nombre': 'Alubia granja Hacendado', 'envase': 'Paquete', 'size': '500 Gramos', 'precio': 3.45, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Alubia granja Hacendado', 'envase': 'Paquete', 'size': '500 Gramos', 'precio': 3.45, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Lenteja pardina Hacendado' → {'nombre': 'Lenteja pardina Hacendado', 'envase': 'Paquete', 'size': '1 Kilo', 'precio': 2.1, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Lenteja pardina Hacendado', 'envase': 'Paquete', 'size': '1 Kilo', 'precio': 2.1, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Lenteja cocida Hacendado' → {'nombre': 'Lenteja cocida Hacendado', 'envase': 'Tarro', 'size': '570 Gramos (400 Gramos escurrido)', 'precio': 0.8, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Lenteja cocida Hacendado', 'envase': 'Tarro', 'size': '570 Gramos (400 Gramos escurrido)', 'precio': 0.8, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Lenteja Hacendado' → {'nombre': 'Lenteja Hacendado', 'envase': 'Paquete', 'size': '1 Kilo', 'precio': 2.1, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Lenteja Hacendado', 'envase': 'Paquete', 'size': '1 Kilo', 'precio': 2.1, 'subcategoria': 'Arroz, legumbres y pastas'})
❌ 'Filetes de melva canutera con pimientos del piquillo Hacendado en aceite de oliva' → {'nombre': 'Filetes de melva canutera con pimientos del piquillo Hacendado en aceite de oliva', 'envase': 'Lata', 'size': '90 Gramos (65 Gramos escurrido)', 'precio': 1.8, 'subcategoria': 'Pescado y marisco'} (Esperado: {'nombre': 'Filetes de melva canutera con pimientos del piquillo Hacendado en aceite de oliva', 'envase': 'Lata', 'size': '90 Gramos (65 Gramos escurrido)', 'precio': 1.8, 'subcategoria': 'Conservas'})
❌ 'Filetes de caballa del sur en aceite de girasol Marinara' → {'nombre': 'Filetes de caballa del sur en aceite de girasol Marinara', 'envase': 'Lata', 'size': '950 Gramos (620 Gramos escurrido)', 'precio': 7.9, 'subcategoria': 'Pescado y marisco'} (Esperado: {'nombre': 'Filetes de caballa del sur en aceite de girasol Marinara', 'envase': 'Lata', 'size': '950 Gramos (620 Gramos escurrido)', 'precio': 7.9, 'subcategoria': 'Conservas'})
❌ 'Berberecho al natural XS Hacendado' → {'nombre': 'Berberecho al natural XS Hacendado', 'envase': 'Lata', 'size': '185 Gramos (90 Gramos escurrido)', 'precio': 3.2, 'subcategoria': 'Especias'} (Esperado: {'nombre': 'Berberecho al natural XS Hacendado', 'envase': 'Lata', 'size': '185 Gramos (90 Gramos escurrido)', 'precio': 3.2, 'subcategoria': 'Conservas'})
❌ 'Almejones al natural Hacendado' → {'nombre': 'Almejones al natural Hacendado', 'envase': 'Lata', 'size': '111 Gramos (63 Gramos escurrido)', 'precio': 1.35, 'subcategoria': 'Charcutería'} (Esperado: {'nombre': 'Almejones al natural Hacendado', 'envase': 'Lata', 'size': '111 Gramos (63 Gramos escurrido)', 'precio': 1.35, 'subcategoria': 'Conservas'})
❌ 'Concha fina al natural Hacendado' → {'nombre': 'Concha fina al natural Hacendado', 'envase': 'Lata', 'size': '90 Gramos (55 Gramos escurrido)', 'precio': 1.9, 'subcategoria': 'Aceite y vinagre'} (Esperado: {'nombre': 'Concha fina al natural Hacendado', 'envase': 'Lata', 'size': '90 Gramos (55 Gramos escurrido)', 'precio': 1.9, 'subcategoria': 'Conservas'})
❌ 'Mejillones en salsa de vieira Hacendado pequeños' → {'nombre': 'Mejillones en salsa de vieira Hacendado pequeños', 'envase': 'Lata', 'size': '111 Gramos (69 Gramos escurrido)', 'precio': 1.9, 'subcategoria': 'Pescado y marisco'} (Esperado: {'nombre': 'Mejillones en salsa de vieira Hacendado pequeños', 'envase': 'Lata', 'size': '111 Gramos (69 Gramos escurrido)', 'precio': 1.9, 'subcategoria': 'Conservas'})
❌ 'Tomate troceado pelado Hacendado' → {'nombre': 'Tomate troceado pelado Hacendado', 'envase': 'Bote', 'size': '410 Gramos', 'precio': 0.8, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Tomate troceado pelado Hacendado', 'envase': 'Bote', 'size': '410 Gramos', 'precio': 0.8, 'subcategoria': 'Conservas'})
❌ 'Tomate seco Hacendado en aceite de oliva' → {'nombre': 'Tomate seco Hacendado en aceite de oliva', 'envase': 'Tarro', 'size': '190 Gramos', 'precio': 2.3, 'subcategoria': 'Aceite y vinagre'} (Esperado: {'nombre': 'Tomate seco Hacendado en aceite de oliva', 'envase': 'Tarro', 'size': '190 Gramos', 'precio': 2.3, 'subcategoria': 'Conservas'})
❌ 'Espárragos blancos delgados Hacendado cortos' → {'nombre': 'Espárragos blancos delgados Hacendado cortos', 'envase': 'Tarro', 'size': '200 Gramos (110 Gramos escurrido)', 'precio': 1.25, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Espárragos blancos delgados Hacendado cortos', 'envase': 'Tarro', 'size': '200 Gramos (110 Gramos escurrido)', 'precio': 1.25, 'subcategoria': 'Conservas'})
❌ 'Espárragos blancos medianos Hacendado' → {'nombre': 'Espárragos blancos medianos Hacendado', 'envase': 'Tarro', 'size': '345 Gramos (205 Gramos escurrido)', 'precio': 1.85, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Espárragos blancos medianos Hacendado', 'envase': 'Tarro', 'size': '345 Gramos (205 Gramos escurrido)', 'precio': 1.85, 'subcategoria': 'Conservas'})
❌ 'Espárragos blancos muy gruesos Hacendado enteros' → {'nombre': 'Espárragos blancos muy gruesos Hacendado enteros', 'envase': 'Tarro', 'size': '540 Gramos (325 Gramos escurrido)', 'precio': 2.9, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Espárragos blancos muy gruesos Hacendado enteros', 'envase': 'Tarro', 'size': '540 Gramos (325 Gramos escurrido)', 'precio': 2.9, 'subcategoria': 'Conservas'})
❌ 'Champiñones laminados Hacendado' → {'nombre': 'Champiñones laminados Hacendado', 'envase': 'Bote', 'size': '355 Gramos (180 Gramos escurrido)', 'precio': 1.0, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Champiñones laminados Hacendado', 'envase': 'Bote', 'size': '355 Gramos (180 Gramos escurrido)', 'precio': 1.0, 'subcategoria': 'Conservas'})
❌ 'Champiñón entero Hacendado' → {'nombre': 'Champiñón entero Hacendado', 'envase': 'Bote', 'size': '355 Gramos (180 Gramos escurrido)', 'precio': 1.45, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Champiñón entero Hacendado', 'envase': 'Bote', 'size': '355 Gramos (180 Gramos escurrido)', 'precio': 1.45, 'subcategoria': 'Conservas'})
❌ 'Judías verdes redondas Hacendado' → {'nombre': 'Judías verdes redondas Hacendado', 'envase': 'Tarro', 'size': '660 Gramos (360 Gramos escurrido)', 'precio': 1.2, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Judías verdes redondas Hacendado', 'envase': 'Tarro', 'size': '660 Gramos (360 Gramos escurrido)', 'precio': 1.2, 'subcategoria': 'Conservas'})
❌ 'Zanahoria en tiras Hacendado' → {'nombre': 'Zanahoria en tiras Hacendado', 'envase': 'Tarro', 'size': '425 Gramos (250 Gramos escurrido)', 'precio': 1.3, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Zanahoria en tiras Hacendado', 'envase': 'Tarro', 'size': '425 Gramos (250 Gramos escurrido)', 'precio': 1.3, 'subcategoria': 'Conservas'})
❌ 'Remolacha en tiras Hacendado' → {'nombre': 'Remolacha en tiras Hacendado', 'envase': 'Tarro', 'size': '425 Gramos (250 Gramos escurrido)', 'precio': 1.35, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Remolacha en tiras Hacendado', 'envase': 'Tarro', 'size': '425 Gramos (250 Gramos escurrido)', 'precio': 1.35, 'subcategoria': 'Conservas'})
❌ 'Palmito al natural entero Hacendado' → {'nombre': 'Palmito al natural entero Hacendado', 'envase': 'Tarro', 'size': '410 Gramos (250 Gramos escurrido)', 'precio': 2.65, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Palmito al natural entero Hacendado', 'envase': 'Tarro', 'size': '410 Gramos (250 Gramos escurrido)', 'precio': 2.65, 'subcategoria': 'Conservas'})
❌ 'Ensalada china Hacendado con mazorquitas' → {'nombre': 'Ensalada china Hacendado con mazorquitas', 'envase': 'Tarro', 'size': '420 Gramos (235 Gramos escurrido)', 'precio': 1.6, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Ensalada china Hacendado con mazorquitas', 'envase': 'Tarro', 'size': '420 Gramos (235 Gramos escurrido)', 'precio': 1.6, 'subcategoria': 'Conservas'})
❌ 'Chucrut al estilo bávaro Hengstenberg' → {'nombre': 'Chucrut al estilo bávaro Hengstenberg', 'envase': 'Tarro', 'size': '680 Gramos (650 Gramos escurrido)', 'precio': 2.2, 'subcategoria': 'Charcutería'} (Esperado: {'nombre': 'Chucrut al estilo bávaro Hengstenberg', 'envase': 'Tarro', 'size': '680 Gramos (650 Gramos escurrido)', 'precio': 2.2, 'subcategoria': 'Conservas'})
❌ 'Espárragos blancos gruesos Hacendado cortos' → {'nombre': 'Espárragos blancos gruesos Hacendado cortos', 'envase': 'Tarro', 'size': '345 Gramos (205 Gramos escurrido)', 'precio': 3.0, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Espárragos blancos gruesos Hacendado cortos', 'envase': 'Tarro', 'size': '345 Gramos (205 Gramos escurrido)', 'precio': 3.0, 'subcategoria': 'Conservas'})
❌ 'Melocotón light Hacendado sin azúcares añadidos' → {'nombre': 'Melocotón light Hacendado sin azúcares añadidos', 'envase': 'Bote', 'size': '400 Gramos (240 Gramos escurrido)', 'precio': 1.4, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Melocotón light Hacendado sin azúcares añadidos', 'envase': 'Bote', 'size': '400 Gramos (240 Gramos escurrido)', 'precio': 1.4, 'subcategoria': 'Conservas'})
❌ 'Cabello de Ángel Hida' → {'nombre': 'Cabello de Ángel Hida', 'envase': 'Bote', 'size': '520 Gramos', 'precio': 2.6, 'subcategoria': 'Higiene personal'} (Esperado: {'nombre': 'Cabello de Ángel Hida', 'envase': 'Bote', 'size': '520 Gramos', 'precio': 2.6, 'subcategoria': 'Bollería y repostería'})
❌ 'Dulce de membrillo taco Hacendado' → {'nombre': 'Dulce de membrillo taco Hacendado', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 2.1, 'subcategoria': 'Mermelada y miel'} (Esperado: {'nombre': 'Dulce de membrillo taco Hacendado', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 2.1, 'subcategoria': 'Bollería y repostería'})
❌ 'Sopa de pollo Gallina Blanca con fideos finos' → {'nombre': 'Sopa de pollo Gallina Blanca con fideos finos', 'envase': 'Sobre', 'size': '71 Gramos', 'precio': 0.85, 'subcategoria': 'Platos preparados'} (Esperado: {'nombre': 'Sopa de pollo Gallina Blanca con fideos finos', 'envase': 'Sobre', 'size': '71 Gramos', 'precio': 0.85, 'subcategoria': 'Caldos y cremas'})
❌ 'Sopa de pollo Hacendado con fideos finos' → {'nombre': 'Sopa de pollo Hacendado con fideos finos', 'envase': 'Sobre', 'size': '72 Gramos', 'precio': 0.5, 'subcategoria': 'Platos preparados'} (Esperado: {'nombre': 'Sopa de pollo Hacendado con fideos finos', 'envase': 'Sobre', 'size': '72 Gramos', 'precio': 0.5, 'subcategoria': 'Caldos y cremas'})
❌ 'Sopa de cebolla Hacendado' → {'nombre': 'Sopa de cebolla Hacendado', 'envase': 'Sobre', 'size': '43 Gramos', 'precio': 0.65, 'subcategoria': 'Platos preparados'} (Esperado: {'nombre': 'Sopa de cebolla Hacendado', 'envase': 'Sobre', 'size': '43 Gramos', 'precio': 0.65, 'subcategoria': 'Caldos y cremas'})
❌ 'Caldo de marisco o fideuá para paella Hacendado con sofrito' → {'nombre': 'Caldo de marisco o fideuá para paella Hacendado con sofrito', 'envase': 'Brick', 'size': '1 Litro', 'precio': 2.0, 'subcategoria': 'Pescado y marisco'} (Esperado: {'nombre': 'Caldo de marisco o fideuá para paella Hacendado con sofrito', 'envase': 'Brick', 'size': '1 Litro', 'precio': 2.0, 'subcategoria': 'Caldos y cremas'})
❌ 'Fumet caldo de pescado Hacendado' → {'nombre': 'Fumet caldo de pescado Hacendado', 'envase': 'Botella', 'size': '950 Gramos', 'precio': 3.0, 'subcategoria': 'Pescado y marisco'} (Esperado: {'nombre': 'Fumet caldo de pescado Hacendado', 'envase': 'Botella', 'size': '950 Gramos', 'precio': 3.0, 'subcategoria': 'Caldos y cremas'})
❌ 'Gazpacho fresco Hacendado' → {'nombre': 'Gazpacho fresco Hacendado', 'envase': 'Botella', 'size': '1 Litro', 'precio': 2.7, 'subcategoria': 'Salsas'} (Esperado: {'nombre': 'Gazpacho fresco Hacendado', 'envase': 'Botella', 'size': '1 Litro', 'precio': 2.7, 'subcategoria': 'Platos preparados'})
❌ 'Crema de pollo Hacendado con verduras' → {'nombre': 'Crema de pollo Hacendado con verduras', 'envase': 'Brick', 'size': '500 Mililitros', 'precio': 1.0, 'subcategoria': 'Platos preparados'} (Esperado: {'nombre': 'Crema de pollo Hacendado con verduras', 'envase': 'Brick', 'size': '500 Mililitros', 'precio': 1.0, 'subcategoria': 'Caldos y cremas'})
❌ 'Crema de calabacín Starlux con queso de cabra' → {'nombre': 'Crema de calabacín Starlux con queso de cabra', 'envase': 'Brick', 'size': '500 Mililitros', 'precio': 1.5, 'subcategoria': 'Quesos'} (Esperado: {'nombre': 'Crema de calabacín Starlux con queso de cabra', 'envase': 'Brick', 'size': '500 Mililitros', 'precio': 1.5, 'subcategoria': 'Caldos y cremas'})
❌ 'Patatas fritas sabor queso de cabra y cebolla caramelizada Hacendado' → {'nombre': 'Patatas fritas sabor queso de cabra y cebolla caramelizada Hacendado', 'envase': 'Paquete', 'size': '150 Gramos', 'precio': 1.2, 'subcategoria': 'Platos preparados'} (Esperado: {'nombre': 'Patatas fritas sabor queso de cabra y cebolla caramelizada Hacendado', 'envase': 'Paquete', 'size': '150 Gramos', 'precio': 1.2, 'subcategoria': 'Snacks y aperitivos'})
❌ 'Conos sabor bacón y queso Hacendado' → {'nombre': 'Conos sabor bacón y queso Hacendado', 'envase': 'Paquete', 'size': '100 Gramos', 'precio': 0.8, 'subcategoria': 'Charcutería'} (Esperado: {'nombre': 'Conos sabor bacón y queso Hacendado', 'envase': 'Paquete', 'size': '100 Gramos', 'precio': 0.8, 'subcategoria': 'Snacks y aperitivos'})
❌ 'Torreznos sabor barbacoa Hacendado' → {'nombre': 'Torreznos sabor barbacoa Hacendado', 'envase': 'Paquete', 'size': '100 Gramos', 'precio': 1.45, 'subcategoria': 'Charcutería'} (Esperado: {'nombre': 'Torreznos sabor barbacoa Hacendado', 'envase': 'Paquete', 'size': '100 Gramos', 'precio': 1.45, 'subcategoria': 'Snacks y aperitivos'})
❌ 'Chicharricos Hacendado cortezas de cerdo fritas' → {'nombre': 'Chicharricos Hacendado cortezas de cerdo fritas', 'envase': 'Paquete', 'size': '100 Gramos', 'precio': 1.3, 'subcategoria': 'Charcutería'} (Esperado: {'nombre': 'Chicharricos Hacendado cortezas de cerdo fritas', 'envase': 'Paquete', 'size': '100 Gramos', 'precio': 1.3, 'subcategoria': 'Snacks y aperitivos'})
❌ 'Piña deshidratada Hacendado' → {'nombre': 'Piña deshidratada Hacendado', 'envase': 'Paquete', 'size': '50 Gramos', 'precio': 1.35, 'subcategoria': 'Frutos secos'} (Esperado: {'nombre': 'Piña deshidratada Hacendado', 'envase': 'Paquete', 'size': '50 Gramos', 'precio': 1.35, 'subcategoria': 'Snacks y aperitivos'})
